因子,优化成功,优化组合实际收益,等权组合实际收益,实际超额收益,预期夏普,等权预期夏普,最大行业偏差,平均行业偏差
factor_norm1_ori,True,0.015900393485261826,0.013127539566308973,0.0027728539189528535,0.40814248785587987,0.1694822035715994,0.10428138658004656,0.03470372287008029
factor_norm1_neu,True,0.008179399526021456,0.01243873545715646,-0.004259335931135004,0.3263269640499138,0.040434032919086864,0.06972178274781314,0.02690343015005788
